city,year_month,avg_temp_c,min_temp_c,max_temp_c,total_rain_mm,avg_humidity_pct,avg_cloud_cover_pct,avg_wind_speed_kmh
Sylhet,2022-11,23.74,15.7,32.4,0.6,76.32,17.43,5.42
Sylhet,2022-12,20.15,12.0,30.5,5.8,79.95,25.35,5.68
Sylhet,2023-01,17.93,8.7,29.6,0.3,79.12,13.85,5.36
Sylhet,2023-02,21.32,12.2,30.4,17.7,74.59,17.15,6.31
Sylhet,2023-03,24.07,16.3,33.9,150.6,75.78,41.24,7.64
Sylhet,2023-04,26.89,19.3,36.0,145.0,75.27,37.44,7.27
Sylhet,2023-05,27.94,21.7,36.8,326.0,77.47,45.4,7.37
Sylhet,2023-06,28.07,22.7,35.5,799.5,88.13,79.25,7.2
Sylhet,2023-07,29.38,25.7,36.5,545.4,86.16,93.92,6.12
Sylhet,2023-08,28.69,25.4,37.5,1020.5,88.39,95.29,8.53
Sylhet,2023-09,29.75,25.0,37.3,375.1,83.72,84.92,6.69
Sylhet,2023-10,27.03,20.7,33.5,482.1,82.47,44.19,6.91
Sylhet,2023-11,23.98,16.6,33.6,115.5,76.92,24.9,6.37
Sylhet,2023-12,20.51,12.5,29.4,30.2,81.94,39.2,5.59
Sylhet,2024-01,16.97,10.6,25.7,0.5,83.86,25.93,4.94
Sylhet,2024-02,19.76,11.8,28.1,63.6,78.71,32.41,6.57
Sylhet,2024-03,23.09,13.5,32.3,105.1,76.53,34.74,7.23
Sylhet,2024-04,27.17,20.9,35.2,263.2,83.45,48.46,7.74
Sylhet,2024-05,27.92,20.3,38.7,687.9,82.78,58.14,9.29
Sylhet,2024-06,28.25,24.3,34.7,1312.8,89.68,88.41,7.85
Sylhet,2024-07,29.66,26.1,38.0,837.7,87.17,97.34,8.71
Sylhet,2024-08,28.51,25.5,36.0,1200.0,88.55,93.38,9.91
Sylhet,2024-09,29.95,25.1,38.0,272.1,83.18,84.97,6.91
Sylhet,2024-10,27.35,22.9,34.3,228.0,85.4,59.26,6.83
Sylhet,2024-11,24.13,16.1,32.3,7.2,76.42,21.93,6.36
Sylhet,2024-12,19.43,11.7,29.3,0.4,78.01,24.28,5.5
Sylhet,2025-01,18.78,12.6,28.1,10.3,80.75,25.75,5.64
Sylhet,2025-02,20.56,11.7,30.1,16.0,75.59,17.89,6.62
Sylhet,2025-03,24.11,14.7,34.3,76.1,74.74,23.27,6.99
Sylhet,2025-04,26.56,20.6,33.6,299.2,82.2,54.71,6.65
Sylhet,2025-05,27.48,22.1,35.4,569.4,84.76,66.07,8.68
Sylhet,2025-06,28.97,23.2,37.0,675.4,86.0,79.81,7.66
Sylhet,2025-07,29.26,25.4,36.6,786.0,86.14,94.16,9.05
Sylhet,2025-08,28.51,25.5,35.1,678.1,89.25,96.65,7.83
Sylhet,2025-09,29.27,25.5,37.5,554.6,86.35,85.98,6.03
Sylhet,2025-10,28.0,23.6,34.2,158.2,83.21,45.64,5.26
Sylhet,2025-11,23.74,15.2,32.6,41.9,78.67,22.17,5.9
Sylhet,2025-12,19.22,12.6,28.1,0.0,77.46,23.92,5.32
Sylhet,2026-01,16.41,12.6,22.5,0.0,86.38,10.5,3.45
